Channel_Name,Country,Primary_Game,Secondary_Game,Subscribers,Total_Views,Video_Count,Avg_Views_Per_Video,Channel_Age_Years,Upload_Freq_Per_Week,Avg_Video_Length_Minutes,Likes_Per_Video_Avg,Comments_Per_Video_Avg,Engagement_Rate_Percent,Language,Top_Video_Views,Last_Upload_Date
xRogue7473Esports,Thailand,Apex Legends,,500,268223,294,912,6,4,15,60,18,8.55,Japanese,40454,17-04-2025
xAce6642Esports,India,Mobile Legends,,681,557505,299,1864,3,1,15,157,23,9.66,German,92240,27-07-2025
GGBlade6935Highlights,Canada,Teamfight Tactics,Sim Racing,598,1682322,297,5664,6,7,8,377,163,9.53,German,203506,07-07-2025
OfficialStorm5418Gaming,Philippines,Counter-Strike 2,League of Legends,4153,3766525,294,12811,2,5,9,1081,230,10.23,Hindi,385538,05-07-2025
MsPlay867Live,Mexico,Apex Legends,,3330,8064782,317,25440,12,7,12,1290,243,6.03,Hindi,1219186,12-07-2025
MrKing8978Official,USA,Overwatch,,939,1900356,307,6190,7,2,2,642,47,11.13,Japanese,165672,11-05-2025
ProStorm7010Network,Turkey,Rainbow Six Siege,Sim Racing,3955,15828101,309,51223,11,1,9,4619,949,10.87,Portuguese,662947,02-06-2025
FNKing3243Channel,UK,Apex Legends,Apex Legends,1243,2523341,326,7740,10,1,12,410,111,6.73,Indonesian,50567,27-02-2025
RealGamer1182Official,Spain,FIFA,,1930,1069933,288,3715,7,7,20,382,36,11.25,Russian,35716,11-05-2025
OGNinja2937Esports,South Korea,Grand Theft Auto V,CS:GO Classics,43370,48131808,338,142401,4,1,8,9787,821,7.45,Hindi,4331294,26-04-2025
RealAce6624Gaming,Indonesia,Teamfight Tactics,,25456,65317261,331,197333,8,1,17,7392,3781,5.66,Japanese,6763112,09-05-2025
ProAce3026Live,Vietnam,Grand Theft Auto V,Dota 2,500,105257,311,338,4,1,2,9,6,4.44,Hindi,13232,04-07-2025
RealAce3032TV,Turkey,FIFA,Esports News,11243,7319894,332,22047,7,5,19,1983,188,9.85,Portuguese,364407,31-07-2025
GGHunter5493Esports,Pakistan,Minecraft,,10918,6257358,296,21139,4,7,7,2251,423,12.65,Korean,418203,17-07-2025
OGQueen310Highlights,Thailand,Rainbow Six Siege,Rainbow Six Siege,500,1239741,289,4289,12,5,13,432,123,12.94,Korean,172612,10-07-2025
OGPlay2263Network,Indonesia,Minecraft,Counter-Strike 2,11048,16211451,292,55518,5,3,14,4750,1635,11.5,Indonesian,499314,21-06-2025
TheNinja1566Clips,Malaysia,Sim Racing,League of Legends,34915,44537755,339,131379,7,10,13,4484,3575,6.13,English,5691384,05-06-2025
xNinja2514Esports,Russia,Dota 2,,500,871413,284,3068,10,1,11,90,77,5.44,Hindi,47739,23-07-2025
ProHunter6699Esports,Canada,Fighting Games,Apex Legends,686,908004,304,2986,3,7,5,162,30,6.43,Korean,71912,24-03-2025
MsAce1690Network,South Korea,Apex Legends,Fortnite,15187,17506478,307,57024,10,2,7,6015,508,11.44,Japanese,735499,29-07-2025
OGShadow4196Clips,Spain,Rainbow Six Siege,Apex Legends,4602,6280741,309,20326,5,2,18,2361,327,13.22,Filipino,181995,20-07-2025
OGQueen9648Gaming,USA,Call of Duty,Teamfight Tactics,7203,37934472,290,130808,11,1,8,5773,2680,6.46,Portuguese,5005529,10-07-2025
FNStorm313Highlights,Pakistan,Valorant,Roblox,5140,5107966,327,15620,3,0.5,11,1502,410,12.24,Portuguese,626429,04-07-2025
xPlay6584Gaming,China,Mobile Legends,,5569,10379013,326,31837,5,2,3,2463,343,8.81,Russian,560499,17-07-2025
MrFury3372Network,South Korea,CS:GO Classics,Rainbow Six Siege,500,366084,293,1249,3,1,17,28,21,3.92,Portuguese,56553,23-07-2025
GGStorm2110Clips,Spain,Fortnite,Apex Legends,15926,10330626,317,32588,11,2,4,2421,690,9.55,Filipino,1126872,07-07-2025
ThePlay2239Live,Germany,Fighting Games,Minecraft,19367,65994730,325,203060,10,1,17,20426,3277,11.67,Portuguese,5509734,07-08-2025
OfficialAce517Gaming,China,Fighting Games,FIFA,2065,7595122,327,23226,11,1,6,1105,379,6.39,German,992520,10-08-2025
OGFury9620Highlights,USA,Mobile Legends,Call of Duty,2780,1940014,319,6081,7,7,18,667,64,12.02,Portuguese,268360,18-05-2025
TheStorm2886Plays,India,CS:GO Classics,Grand Theft Auto V,500,128985,314,410,1,7,12,17,12,7.07,Russian,12616,10-06-2025
ProBlade6190Channel,Vietnam,Rainbow Six Siege,Valorant,6787,28214117,317,89003,9,7,9,2460,1502,4.45,Japanese,2674087,28-05-2025
TheKing452Esports,USA,Roblox,,7444,9532738,292,32646,9,4,22,1175,598,5.43,Korean,1138200,09-06-2025
xKing760Clips,France,Valorant,,2698,3473599,296,11735,5,5,12,1216,122,11.4,Portuguese,344087,04-08-2025
xShadow3404Highlights,Japan,Grand Theft Auto V,Dota 2,18015,41749184,303,137786,9,5,10,8505,2459,7.96,Indonesian,4106021,06-07-2025
OfficialRogue5026Highlights,Spain,Counter-Strike 2,,1746,7243152,304,23826,10,3,17,2375,271,11.11,English,731795,10-08-2025
RealFury9436Network,Indonesia,Teamfight Tactics,Call of Duty,7356,18583866,305,60930,6,2,3,4455,612,8.32,Hindi,1063707,09-06-2025
xFury3733Live,South Korea,Battlefield,Battlefield,583,1141721,303,3768,5,1,2,256,44,7.96,Russian,143854,27-06-2025
TheBlade2975TV,Mexico,Fighting Games,Counter-Strike 2,2870,1846452,344,5367,3,1,19,540,27,10.56,Portuguese,103015,27-06-2025
GGHunter1913Network,Brazil,Esports News,League of Legends,2255,2044344,340,6012,11,5,7,374,115,8.13,Indonesian,198926,10-08-2025
RealStorm3986Live,Pakistan,Rainbow Six Siege,TFT,4274,9744466,312,31232,11,4,17,3129,458,11.49,Spanish,1151540,14-07-2025
FNNinja5498Clips,South Korea,Esports News,,1650,4697959,320,14681,8,2,12,441,403,5.75,Japanese,421803,19-05-2025
MrKing4642Network,Mexico,PUBG Mobile,Rainbow Six Siege,2415,3537839,302,11714,4,0.5,5,979,70,8.96,English,154369,29-05-2025
OGStorm3549Gaming,Canada,Call of Duty,League of Legends,11177,54124633,320,169139,10,1,16,15266,1028,9.63,Filipino,5035505,26-07-2025
OfficialStorm8202Channel,Mexico,Sim Racing,,1482,1129900,301,3753,3,4,10,412,101,13.67,Filipino,154709,18-04-2025
MrNinja4882Esports,France,Counter-Strike 2,Dota 2,500,1003788,336,2987,6,2,6,126,24,5.02,Japanese,17475,17-05-2025
FNSniper7016Plays,Turkey,Call of Duty,Counter-Strike 2,48988,114685176,316,362927,8,2,6,29187,1834,8.55,English,12196397,11-07-2025
ProStorm4321Network,Mexico,Counter-Strike 2,Rocket League,27182,28813060,295,97671,9,2,2,6185,925,7.28,Spanish,703259,05-08-2025
FNRogue7046Esports,South Korea,Sim Racing,Esports News,500,772623,318,2429,6,3,14,141,62,8.36,English,80374,06-07-2025
MrFury4385Official,Malaysia,Dota 2,,8986,13262249,315,42102,5,7,6,1291,1055,5.57,Russian,647838,21-06-2025
TheQueen894Esports,Brazil,Fighting Games,Sim Racing,1333,7643485,331,23092,12,7,12,771,311,4.69,Filipino,1033476,12-06-2025
FNBlade4056Plays,India,Mobile Legends,,4544,10743689,290,37047,11,0.5,11,3841,803,12.54,Korean,777995,03-08-2025
MrGamer7436Network,Turkey,Roblox,Call of Duty,4773,4687511,291,16108,2,2,6,1529,284,11.26,English,329717,26-06-2025
MsKing3974Gaming,India,Call of Duty,Apex Legends,2048,1204367,324,3717,2,2,3,216,102,8.56,German,159722,26-06-2025
OfficialKing9386Esports,Russia,Dota 2,PUBG Mobile,850,1217200,325,3745,9,2,27,385,24,10.92,Spanish,180624,02-08-2025
GGKing5907Network,South Korea,Valorant,Mobile Legends,987,268955,295,911,2,3,12,25,23,5.27,Korean,3078,15-06-2025
TheWizard7732Clips,Philippines,Rocket League,Overwatch,688,156537,317,493,2,1,23,40,4,8.92,Spanish,12598,05-04-2025
RealBlade6632Channel,Thailand,Sim Racing,Esports News,787,599268,314,1908,3,5,19,203,28,12.11,Indonesian,55656,23-07-2025
xBlade2910Channel,Vietnam,Sim Racing,Apex Legends,2677,480791,311,1545,3,2,10,160,15,11.33,English,71783,06-07-2025
MrHunter6078Highlights,Malaysia,TFT,PUBG Mobile,948,949025,308,3081,4,10,13,176,69,7.95,Portuguese,94045,03-07-2025
OGWizard1087Plays,South Korea,Fortnite,,8877,30745265,321,95779,7,0.5,13,9053,2103,11.65,Japanese,2846230,27-06-2025
OfficialSniper6392Clips,Philippines,Rainbow Six Siege,TFT,32195,101862807,298,341821,9,1,23,21448,6391,8.14,Russian,12817874,04-06-2025
TheBlade4036TV,China,Call of Duty,,1178,923325,321,2876,2,4,17,299,64,12.62,Japanese,114952,30-07-2025
GGAce6825Live,China,Esports News,,4372,1810924,305,5937,4,4,7,433,124,9.38,Spanish,145418,29-06-2025
MrNinja1725Esports,China,Counter-Strike 2,Rocket League,6630,15686967,295,53176,9,3,14,5130,1298,12.09,German,517500,08-08-2025
OfficialSniper6054Channel,Indonesia,TFT,PUBG Mobile,6343,2268261,317,7155,2,10,17,199,78,3.87,English,308188,09-08-2025
RealFury6625Highlights,Philippines,Minecraft,PUBG Mobile,3366,15225895,304,50085,10,2,5,3956,787,9.47,Spanish,496810,31-07-2025
FNQueen6077Highlights,Spain,League of Legends,Call of Duty,9781,14156997,315,44942,11,2,15,3371,395,8.38,Filipino,2203923,02-07-2025
TheNinja7235Network,Mexico,Apex Legends,Fighting Games,6448,1653460,305,5421,1,7,20,439,85,9.67,Hindi,105249,27-04-2025
OfficialGamer6453Official,Mexico,Fighting Games,Mobile Legends,500,1573107,334,4709,10,3,7,421,106,11.19,Korean,224485,22-07-2025
MrQueen5207Network,UK,Grand Theft Auto V,Grand Theft Auto V,11975,26950311,288,93577,8,2,8,10462,2085,13.41,Portuguese,3339074,23-07-2025
RealBlade3415Clips,Russia,League of Legends,Call of Duty,12328,47000330,330,142425,9,4,19,14038,3238,12.13,Japanese,6199642,06-07-2025
GGWizard6681TV,South Korea,Fortnite,Hearthstone,878,947430,332,2853,7,3,10,119,36,5.43,Spanish,134785,23-06-2025
TheGamer9447Gaming,Malaysia,FIFA,Mobile Legends,3167,5569511,292,19073,8,2,6,1956,411,12.41,Russian,651042,18-07-2025
GGBlade4094Official,USA,Hearthstone,Battlefield,8895,14461061,319,45332,4,1,17,1460,643,4.64,English,1788607,18-06-2025
TheNinja3319Highlights,India,Grand Theft Auto V,,2132,2452926,330,7433,4,2,15,611,212,11.07,German,87333,28-07-2025
MrSniper9706Esports,Thailand,PUBG Mobile,,16593,7664400,329,23296,2,1,13,2522,316,12.18,English,473737,31-07-2025
TheNinja1692Channel,Malaysia,Call of Duty,Minecraft,130900,66234490,335,197714,8,7,19,5953,3969,5.02,Indonesian,4196871,07-07-2025
OGSniper1341Plays,Pakistan,Valorant,,847,3624531,346,10475,11,1,19,1099,248,12.86,Russian,106831,18-05-2025
TheKing7499Live,Japan,Mobile Legends,Mobile Legends,500,487481,295,1652,2,1,12,164,45,12.65,Filipino,47754,09-07-2025
MrFury8963Highlights,Thailand,Rocket League,Grand Theft Auto V,4846,14354638,308,46605,9,3,24,3279,743,8.63,Hindi,1761640,04-08-2025
RealBlade4448Official,Malaysia,Esports News,Teamfight Tactics,9456,16470216,289,56990,4,4,22,2900,798,6.49,Russian,803499,27-06-2025
RealKing4696Channel,Russia,Apex Legends,Teamfight Tactics,2060,582143,299,1946,1,4,2,117,30,7.55,Korean,71742,22-07-2025
MrRogue5383Esports,Spain,CS:GO Classics,,30491,18813731,340,55334,4,2,6,6466,724,12.99,Indonesian,2302622,17-07-2025
GGQueen7032Highlights,Thailand,Rainbow Six Siege,,500,84748,303,279,3,7,2,11,5,5.73,Korean,761,02-08-2025
RealKing9466Live,France,Battlefield,,9033,37291391,311,119908,12,3,10,9348,3395,10.63,Russian,5074284,01-06-2025
ProHunter1660Clips,Spain,Fortnite,PUBG Mobile,1130,1843475,316,5833,6,2,5,165,47,3.63,Japanese,72379,29-06-2025
MrQueen8822Network,France,Esports News,Teamfight Tactics,46676,131328021,330,397963,7,5,7,16630,7570,6.08,Japanese,1119520,01-08-2025
TheNinja9266Gaming,Thailand,Counter-Strike 2,PUBG Mobile,72259,209613004,343,611116,8,1,19,58869,16769,12.38,Russian,24731819,05-08-2025
MsWizard3873Plays,Pakistan,Rocket League,,874,864523,322,2684,2,7,2,134,20,5.74,Portuguese,106998,10-06-2025
FNWizard8952Highlights,Philippines,League of Legends,Apex Legends,1237,2075492,301,6895,6,3,13,817,119,13.58,English,18394,03-08-2025
xHunter1576Plays,USA,TFT,,11793,17139615,323,53063,6,7,13,3718,1413,9.67,Spanish,288538,03-07-2025
OGPlay3680Network,Canada,Rocket League,TFT,1604,2871687,334,8597,10,1,12,616,236,9.91,Russian,397446,13-07-2025
GGShadow1664Channel,Pakistan,CS:GO Classics,,2772,8801241,320,27503,12,7,13,649,491,4.15,German,1250030,28-06-2025
MrGamer8443Highlights,UK,Apex Legends,Rainbow Six Siege,3104,6872134,289,23779,5,4,2,2750,133,12.12,English,643620,29-07-2025
RealQueen7568Official,USA,Minecraft,,500,345489,309,1118,10,3,7,41,8,4.38,German,48071,07-07-2025
xAce4012Official,France,Grand Theft Auto V,Sim Racing,2915,14285103,301,47458,10,2,21,3504,933,9.35,English,774035,10-07-2025
ProSniper3412Highlights,Vietnam,Mobile Legends,,988,3437170,294,11691,7,7,5,696,94,6.76,Filipino,110228,06-06-2025
MsStorm6219Highlights,USA,Fighting Games,,1354,1295857,343,3778,3,2,22,232,33,7.01,Spanish,184557,11-04-2025
ProSniper2721Plays,Turkey,Apex Legends,,30025,23923306,316,75706,4,2,4,6384,1839,10.86,English,2251893,13-06-2025
ProShadow4488Live,USA,Hearthstone,Teamfight Tactics,500,751860,332,2264,10,5,3,195,53,10.95,Spanish,36725,24-04-2025
GGWizard6941Highlights,UK,Fortnite,,10950,17189157,315,54568,9,1,6,1933,1422,6.15,Filipino,1464217,22-06-2025
MsRogue313Highlights,Indonesia,CS:GO Classics,,1907,553391,307,1802,4,1,19,126,13,7.71,Japanese,55601,25-06-2025
GGStorm6335Gaming,Malaysia,Rocket League,League of Legends,1905,1507616,326,4624,3,5,9,457,46,10.88,Russian,82763,23-05-2025
OfficialWizard3408TV,Canada,Battlefield,Apex Legends,10557,1600355,320,5001,2,1,14,321,129,9,German,194119,08-08-2025
xStorm2007Esports,Canada,Minecraft,,5136,9586688,332,28875,5,5,12,1056,664,5.96,Filipino,113094,09-08-2025
OfficialHunter3219Network,Thailand,Teamfight Tactics,Counter-Strike 2,7427,6457576,311,20763,4,3,12,1065,522,7.64,Hindi,282129,29-06-2025
FNGamer4880Live,Mexico,Fighting Games,PUBG Mobile,14031,15682631,308,50917,8,3,20,2099,1514,7.1,Filipino,864683,10-07-2025
MsHunter3014Plays,Pakistan,Esports News,Apex Legends,1754,3624270,308,11767,7,1,17,383,313,5.91,English,432195,31-05-2025
OGKing4555Esports,South Korea,Hearthstone,Apex Legends,1119,3277718,307,10676,6,5,5,616,192,7.57,English,429500,28-05-2025
TheQueen9473Highlights,France,Teamfight Tactics,Fighting Games,525,2095221,313,6693,11,5,10,495,85,8.67,English,214198,06-08-2025
TheHunter4859Live,China,Counter-Strike 2,Battlefield,795,2588069,293,8833,12,2,22,240,169,4.63,Filipino,158242,18-06-2025
OGGamer6644Network,France,Teamfight Tactics,,333884,266847728,332,803758,2,2,14,64607,16850,10.13,Korean,11699013,15-04-2025
RealPlay3134Highlights,Philippines,Battlefield,,21839,25018610,319,78428,3,1,3,9356,1049,13.27,English,1651327,16-07-2025
FNShadow7537Channel,Russia,Dota 2,,500,2256404,291,7753,10,4,3,902,188,14.06,Portuguese,178985,07-07-2025
TheQueen9586Gaming,Mexico,Rocket League,,500,639454,303,2110,9,3,17,217,15,11,Portuguese,64425,13-05-2025
FNKing4925Official,Japan,Rocket League,TFT,6444,25314958,329,76945,9,1,16,3588,1883,7.11,Korean,2656783,27-04-2025
ProFury6479Highlights,China,League of Legends,Teamfight Tactics,7155,6634893,336,19746,5,5,6,439,114,2.8,Spanish,397855,28-07-2025
FNNinja8285Clips,China,PUBG Mobile,Mobile Legends,7173,10188160,323,31542,3,7,16,3259,550,12.08,Russian,244855,21-07-2025
xKing1800Highlights,Japan,Minecraft,,1982,699564,273,2562,2,1,22,65,67,5.15,Russian,59168,08-07-2025
TheKing6777Plays,Germany,Esports News,League of Legends,2438,9109964,316,28829,8,5,21,1169,206,4.77,German,558008,01-05-2025
MrQueen4787Channel,Pakistan,Call of Duty,Overwatch,5037,14618557,310,47156,6,7,22,3510,846,9.24,Spanish,229528,21-07-2025
FNSniper1449Channel,Mexico,Mobile Legends,PUBG Mobile,3420,3949111,322,12264,10,10,15,464,110,4.68,Portuguese,145462,05-05-2025
FNHunter7398Esports,Turkey,Rocket League,PUBG Mobile,500,2686887,351,7654,11,1,11,791,209,13.07,Filipino,167764,03-06-2025
ProHunter9023Gaming,Malaysia,Valorant,Esports News,2063,2192771,315,6961,12,2,10,680,179,12.34,Russian,198735,12-06-2025
RealFury5385Plays,South Korea,FIFA,,763,792366,316,2507,7,7,12,239,71,12.37,German,70552,19-07-2025
RealWizard1818Official,Indonesia,Valorant,PUBG Mobile,3945,985760,322,3061,1,1,7,311,82,12.84,Japanese,37310,10-02-2025
ProShadow6384Clips,Vietnam,Fortnite,,353774,175867711,331,531322,1,3,10,22299,12440,6.54,Korean,6949751,19-06-2025
xStorm5733Channel,USA,Rocket League,Roblox,5366,14480331,302,47948,10,2,20,4453,461,10.25,Korean,1732068,10-07-2025
FNAce1862Plays,Indonesia,FIFA,Teamfight Tactics,1805,1074640,310,3466,2,3,2,192,43,6.78,Indonesian,63713,01-06-2025
MrGamer4046TV,India,Sim Racing,,13028,47225357,313,150879,10,2,3,13078,2628,10.41,Russian,1672980,22-05-2025
FNWizard4459Official,India,Hearthstone,FIFA,6453,9403287,304,30931,3,7,17,996,610,5.19,Hindi,734744,01-08-2025
FNAce1333Plays,China,Battlefield,Fighting Games,5838,28198109,305,92452,12,1,10,8372,2270,11.51,Indonesian,2373728,18-07-2025
RealFury3795Clips,Indonesia,Valorant,Valorant,7871,1187492,303,3919,1,3,2,459,41,12.76,Indonesian,45334,13-07-2025
OfficialNinja3530Plays,South Korea,League of Legends,League of Legends,80055,74589612,318,234558,5,2,12,5713,1925,3.26,Indonesian,5729638,27-06-2025
MsKing6870Esports,Japan,Fighting Games,,500,140899,324,434,3,1,11,12,7,4.38,Japanese,16455,20-03-2025
MsKing3361Plays,Thailand,Sim Racing,Minecraft,6360,2162422,309,6998,1,1,9,226,62,4.12,English,71343,22-07-2025
OfficialRogue1645TV,Canada,Teamfight Tactics,,677,711300,299,2378,8,7,16,149,53,8.49,Spanish,45692,30-07-2025
OfficialAce9230Clips,Indonesia,Battlefield,Mobile Legends,7250,14427401,335,43066,12,3,4,2113,835,6.85,English,295625,07-08-2025
GGGamer4347Plays,South Korea,Rainbow Six Siege,Fighting Games,685,3388121,308,11000,11,3,12,1107,258,12.41,Indonesian,135589,19-07-2025
xQueen1018Clips,Brazil,FIFA,,1528,1806463,274,6592,6,5,11,444,43,7.39,Korean,149942,14-07-2025
xPlay7114Highlights,Vietnam,Fortnite,Rainbow Six Siege,1859,5102804,308,16567,9,1,12,1134,482,9.75,Hindi,808028,28-06-2025
MsWizard3548Gaming,Canada,Valorant,Hearthstone,14204,9754087,303,32191,3,4,2,2952,160,9.67,Hindi,1144434,09-07-2025
ProShadow4114Gaming,UK,Battlefield,Sim Racing,12958,9716254,312,31141,9,1,9,1750,409,6.93,Korean,1454724,10-06-2025
GGShadow1700Live,India,Rocket League,,500,959799,326,2944,9,4,12,162,64,7.68,Hindi,20679,16-07-2025
MrAce4636Clips,Russia,Rocket League,,3254,9122811,311,29333,12,1,15,2806,179,10.18,Hindi,1384904,22-04-2025
FNKing9672Live,Turkey,Hearthstone,Battlefield,957,5203004,282,18450,12,5,23,1808,130,10.5,Filipino,489494,05-08-2025
xGamer409Network,Philippines,Apex Legends,TFT,500,98001,338,289,1,4,17,6,1,2.42,Indonesian,4494,17-06-2025
ProPlay5105Esports,Mexico,CS:GO Classics,,2106,1394120,297,4694,3,2,15,161,91,5.37,English,199726,25-05-2025
TheAce2467Network,Spain,Grand Theft Auto V,TFT,1819,4390740,299,14684,6,2,20,606,402,6.86,Korean,453219,01-08-2025
GGRogue6836Highlights,Germany,CS:GO Classics,,144747,453382914,312,1453150,8,1,10,80155,27444,7.4,Hindi,9235809,15-07-2025
MrShadow6623Official,Thailand,Rocket League,,5959,9754367,306,31877,4,7,21,1566,640,6.92,Hindi,882813,24-07-2025
GGAce1186Channel,China,Fortnite,Apex Legends,500,1197992,323,3708,5,1,19,322,50,10.03,Portuguese,121660,22-04-2025
FNWizard649Plays,Philippines,CS:GO Classics,,1207,4432113,317,13981,9,2,9,1437,76,10.82,Russian,39884,04-07-2025
RealNinja2366Official,China,Minecraft,Roblox,15278,21397482,309,69247,6,1,24,2715,383,4.47,English,1965431,30-06-2025
xPlay3287Clips,Mexico,Rainbow Six Siege,,84247,424280191,284,1493944,12,10,15,113984,40646,10.35,Japanese,29032368,21-06-2025
OfficialRogue5393Gaming,Spain,Rocket League,Fortnite,500,976162,302,3232,7,3,25,183,24,6.4,Hindi,77338,13-02-2025
OfficialRogue4279Clips,USA,Rainbow Six Siege,Hearthstone,500,612399,340,1801,7,1,14,127,54,10.05,Russian,13020,05-03-2025
TheAce3433Plays,Spain,Rainbow Six Siege,,59488,44333474,340,130392,4,3,9,10702,1187,9.12,Indonesian,3408212,28-05-2025
OGFury1224Gaming,Canada,Rainbow Six Siege,Rainbow Six Siege,5560,3352214,311,10778,4,10,7,1178,235,13.11,Russian,530997,09-04-2025
MrAce7833Clips,Japan,Sim Racing,,743,342513,326,1050,4,3,10,41,30,6.76,German,39300,04-07-2025
FNKing1576TV,Canada,PUBG Mobile,,7012,10260151,298,34430,11,2,9,988,483,4.27,Russian,1602270,12-07-2025
MsPlay9695Clips,Spain,Fortnite,,500,196075,311,630,5,1,20,52,14,10.48,Indonesian,9651,05-06-2025
xFury8906TV,Germany,Dota 2,Esports News,2997,6740296,290,23242,5,1,12,1380,320,7.31,Hindi,473186,05-08-2025
MrAce1309Official,Thailand,Hearthstone,,5036,18893199,333,56736,8,1,2,2058,716,4.89,Russian,1880951,17-05-2025
OGGamer7874TV,Philippines,Minecraft,Mobile Legends,13079,36966748,333,111011,9,3,13,3520,1115,4.18,Japanese,4163156,10-06-2025
xPlay1416Official,Pakistan,Battlefield,Dota 2,588,503587,291,1730,2,4,13,131,44,10.12,Portuguese,28711,31-05-2025
MsShadow3331Live,Brazil,Overwatch,,3418,4985757,308,16187,11,7,9,810,185,6.15,English,302444,04-08-2025
TheGamer1602Esports,Russia,Call of Duty,,678,2163004,326,6634,7,5,14,794,80,13.17,Indonesian,55211,09-07-2025
FNKing5070Clips,Malaysia,League of Legends,,4485,1246214,346,3601,1,1,12,218,107,9.03,Hindi,124515,25-07-2025
ProStorm4972Highlights,South Korea,Rocket League,Sim Racing,711,57039,294,194,1,5,16,7,2,4.64,Russian,3633,27-06-2025
MsKing71Gaming,Russia,Apex Legends,,1551,704716,285,2472,4,3,15,204,38,9.79,Indonesian,21401,21-05-2025
TheRogue9104Clips,France,Rocket League,,605,1143688,294,3890,10,2,14,172,115,7.38,Korean,126158,24-07-2025
xNinja1508Network,Indonesia,Esports News,TFT,8449,4116406,285,14443,7,3,4,1002,205,8.36,English,37529,28-07-2025
xStorm8743Network,India,CS:GO Classics,Rainbow Six Siege,11772,4454101,318,14006,2,0.5,25,956,198,8.24,English,666736,29-07-2025
MsPlay4901TV,China,Apex Legends,Call of Duty,2047,1733104,321,5399,11,1,3,352,138,9.08,Japanese,176922,03-08-2025
OGStorm7940Esports,Pakistan,Teamfight Tactics,Battlefield,3169,990074,286,3461,2,3,11,344,44,11.21,Japanese,107902,28-04-2025
xGamer9955Plays,Philippines,Counter-Strike 2,Minecraft,500,84775,287,295,1,1,5,12,3,5.08,Japanese,9753,17-04-2025
RealHunter7806TV,South Korea,Mobile Legends,Call of Duty,1845,9178248,323,28415,10,3,14,3137,442,12.6,Korean,488570,20-07-2025
GGBlade8043Plays,Malaysia,Apex Legends,,2750,857978,302,2840,2,2,13,281,63,12.11,Indonesian,37471,03-04-2025
MrNinja7024Plays,Thailand,Fighting Games,PUBG Mobile,197455,217879214,315,691680,7,7,11,36875,4206,5.94,English,19205667,22-06-2025
