Tournament Name,Game,Genre,Organizer,Frequency,Prize Pool (USD)_Adjusted,Year,Country,Prize Pool (USD)
Fortnite Championship 359,Fortnite,Battle Royale,EA Sports,Annual,348584,2025,Japan,348584
Fortnite Championship 359,Fortnite,Battle Royale,EA Sports,Annual,536286,2023,Japan,536286
Fortnite Championship 359,Fortnite,Battle Royale,EA Sports,Annual,461339,2024,Japan,461339
Fortnite Championship 359,Fortnite,Battle Royale,EA Sports,Annual,416062,2025,Japan,416062
Fortnite Championship 359,Fortnite,Battle Royale,EA Sports,Annual,610949,2023,Japan,610949
Fortnite Championship 359,Fortnite,Battle Royale,EA Sports,Annual,648914,2024,Japan,648914
Fortnite Championship 359,Fortnite,Battle Royale,EA Sports,Annual,657942,2025,Japan,657942
FIFA 24 Championship 360,FIFA 24,Sports,Riot Games,Bi-Annual,1059570,2023,China,1059570
FIFA 24 Championship 360,FIFA 24,Sports,Riot Games,Bi-Annual,928121,2024,China,928121
FIFA 24 Championship 360,FIFA 24,Sports,Riot Games,Bi-Annual,826696,2025,China,826696
FIFA 24 Championship 360,FIFA 24,Sports,Riot Games,Bi-Annual,1159039,2023,China,1159039
FIFA 24 Championship 360,FIFA 24,Sports,Riot Games,Bi-Annual,1131658,2024,China,1131658
FIFA 24 Championship 360,FIFA 24,Sports,Riot Games,Bi-Annual,1031543,2025,China,1031543
FIFA 24 Championship 360,FIFA 24,Sports,Riot Games,Bi-Annual,1062367,2023,China,1062367
FIFA 24 Championship 360,FIFA 24,Sports,Riot Games,Bi-Annual,911075,2024,China,911075
FIFA 24 Championship 360,FIFA 24,Sports,Riot Games,Bi-Annual,1033227,2025,China,1033227
Street Fighter Championship 361,Street Fighter,Fighting,EA Sports,Annual,3982781,2023,Saudi Arabia,3982781
Street Fighter Championship 361,Street Fighter,Fighting,EA Sports,Annual,3640586,2024,Saudi Arabia,3640586
Street Fighter Championship 361,Street Fighter,Fighting,EA Sports,Annual,3023884,2025,Saudi Arabia,3023884
Street Fighter Championship 361,Street Fighter,Fighting,EA Sports,Annual,4695940,2023,Saudi Arabia,4695940
Street Fighter Championship 361,Street Fighter,Fighting,EA Sports,Annual,5261080,2024,Saudi Arabia,5261080
Street Fighter Championship 361,Street Fighter,Fighting,EA Sports,Annual,5329962,2025,Saudi Arabia,5329962
Street Fighter Championship 361,Street Fighter,Fighting,EA Sports,Annual,3859788,2023,Saudi Arabia,3859788
Street Fighter Championship 361,Street Fighter,Fighting,EA Sports,Annual,4066166,2024,Saudi Arabia,4066166
Street Fighter Championship 361,Street Fighter,Fighting,EA Sports,Annual,4145884,2025,Saudi Arabia,4145884
League of Legends Championship 362,League of Legends,MOBA,Ubisoft,Bi-Annual,1990092,2023,Canada,1990092
League of Legends Championship 362,League of Legends,MOBA,Ubisoft,Bi-Annual,2360531,2024,Canada,2360531
League of Legends Championship 362,League of Legends,MOBA,Ubisoft,Bi-Annual,2169619,2025,Canada,2169619
League of Legends Championship 362,League of Legends,MOBA,Ubisoft,Bi-Annual,2033754,2023,Canada,2033754
League of Legends Championship 362,League of Legends,MOBA,Ubisoft,Bi-Annual,2186586,2024,Canada,2186586
League of Legends Championship 362,League of Legends,MOBA,Ubisoft,Bi-Annual,1966566,2025,Canada,1966566
League of Legends Championship 362,League of Legends,MOBA,Ubisoft,Bi-Annual,2112370,2023,Canada,2112370
League of Legends Championship 362,League of Legends,MOBA,Ubisoft,Bi-Annual,1797095,2024,Canada,1797095
League of Legends Championship 362,League of Legends,MOBA,Ubisoft,Bi-Annual,1745133,2025,Canada,1745133
Valorant Championship 363,Valorant,FPS,Epic Games,Bi-Annual,2250000,2023,United States,2250000
Valorant Championship 363,Valorant,FPS,Epic Games,Bi-Annual,2250000,2024,South Korea,2250000
Valorant Championship 363,Valorant,FPS,Epic Games,Bi-Annual,2500000,2025,Spain,2500000
Valorant Championship 363,Valorant,FPS,Epic Games,Bi-Annual,2250000,2023,United States,2250000
Valorant Championship 363,Valorant,FPS,Epic Games,Bi-Annual,2250000,2024,South Korea,2250000
Valorant Championship 363,Valorant,FPS,Epic Games,Bi-Annual,2500000,2025,Spain,2500000
Valorant Championship 363,Valorant,FPS,Epic Games,Bi-Annual,2250000,2023,United States,2250000
Valorant Championship 363,Valorant,FPS,Epic Games,Bi-Annual,2250000,2024,South Korea,2250000
Valorant Championship 363,Valorant,FPS,Epic Games,Bi-Annual,2500000,2025,Spain,2500000
Fortnite Championship 364,Fortnite,Battle Royale,Psyonix,Annual,5642155,2023,South Korea,5642155
Fortnite Championship 364,Fortnite,Battle Royale,Psyonix,Annual,5387271,2024,South Korea,5387271
Fortnite Championship 364,Fortnite,Battle Royale,Psyonix,Annual,5755993,2025,South Korea,5755993
Fortnite Championship 364,Fortnite,Battle Royale,Psyonix,Annual,4626560,2023,South Korea,4626560
Fortnite Championship 364,Fortnite,Battle Royale,Psyonix,Annual,4016308,2024,South Korea,4016308
Fortnite Championship 364,Fortnite,Battle Royale,Psyonix,Annual,3941494,2025,South Korea,3941494
Fortnite Championship 364,Fortnite,Battle Royale,Psyonix,Annual,5849425,2023,South Korea,5849425
Fortnite Championship 364,Fortnite,Battle Royale,Psyonix,Annual,4778789,2024,South Korea,4778789
Fortnite Championship 364,Fortnite,Battle Royale,Psyonix,Annual,4408634,2025,South Korea,4408634
Dota 2 Championship 365,Dota 2,MOBA,Epic Games,Quarterly,4942828,2023,Germany,4942828
Dota 2 Championship 365,Dota 2,MOBA,Epic Games,Quarterly,5658167,2024,Germany,5658167
Dota 2 Championship 365,Dota 2,MOBA,Epic Games,Quarterly,6412814,2025,Germany,6412814
Dota 2 Championship 365,Dota 2,MOBA,Epic Games,Quarterly,5345573,2023,Germany,5345573
Dota 2 Championship 365,Dota 2,MOBA,Epic Games,Quarterly,6507394,2024,Germany,6507394
Dota 2 Championship 365,Dota 2,MOBA,Epic Games,Quarterly,7520040,2025,Germany,7520040
Dota 2 Championship 365,Dota 2,MOBA,Epic Games,Quarterly,4723041,2023,Germany,4723041
Dota 2 Championship 365,Dota 2,MOBA,Epic Games,Quarterly,3856552,2024,Germany,3856552
Dota 2 Championship 365,Dota 2,MOBA,Epic Games,Quarterly,3445510,2025,Germany,3445510
Tekken 8 Championship 366,Tekken 8,Fighting,Riot Games,Annual,813257,2023,India,813257
Tekken 8 Championship 366,Tekken 8,Fighting,Riot Games,Annual,751330,2024,India,751330
Tekken 8 Championship 366,Tekken 8,Fighting,Riot Games,Annual,663247,2025,India,663247
Tekken 8 Championship 366,Tekken 8,Fighting,Riot Games,Annual,1173869,2023,India,1173869
Tekken 8 Championship 366,Tekken 8,Fighting,Riot Games,Annual,1538434,2024,India,1538434
Tekken 8 Championship 366,Tekken 8,Fighting,Riot Games,Annual,1777194,2025,India,1777194
Tekken 8 Championship 366,Tekken 8,Fighting,Riot Games,Annual,1101769,2023,India,1101769
Tekken 8 Championship 366,Tekken 8,Fighting,Riot Games,Annual,946339,2024,India,946339
Tekken 8 Championship 366,Tekken 8,Fighting,Riot Games,Annual,1011317,2025,India,1011317
Rocket League Championship 367,Rocket League,Sports,Riot Games,Bi-Annual,5460631,2023,United States,5460631
Rocket League Championship 367,Rocket League,Sports,Riot Games,Bi-Annual,6539944,2024,United States,6539944
Rocket League Championship 367,Rocket League,Sports,Riot Games,Bi-Annual,7592747,2025,United States,7592747
Rocket League Championship 367,Rocket League,Sports,Riot Games,Bi-Annual,5016143,2023,United States,5016143
Rocket League Championship 367,Rocket League,Sports,Riot Games,Bi-Annual,4808902,2024,United States,4808902
Rocket League Championship 367,Rocket League,Sports,Riot Games,Bi-Annual,5413520,2025,United States,5413520
Rocket League Championship 367,Rocket League,Sports,Riot Games,Bi-Annual,4419556,2023,United States,4419556
Rocket League Championship 367,Rocket League,Sports,Riot Games,Bi-Annual,3882657,2024,United States,3882657
Rocket League Championship 367,Rocket League,Sports,Riot Games,Bi-Annual,4000380,2025,United States,4000380
Fortnite Championship 368,Fortnite,Battle Royale,Epic Games,Bi-Annual,1888788,2023,Germany,1888788
Fortnite Championship 368,Fortnite,Battle Royale,Epic Games,Bi-Annual,1964331,2024,Germany,1964331
Fortnite Championship 368,Fortnite,Battle Royale,Epic Games,Bi-Annual,2341963,2025,Canada,2341963
Fortnite Championship 368,Fortnite,Battle Royale,Epic Games,Bi-Annual,1608278,2023,Canada,1608278
Fortnite Championship 368,Fortnite,Battle Royale,Epic Games,Bi-Annual,1555062,2024,Brazil,1555062
Fortnite Championship 368,Fortnite,Battle Royale,Epic Games,Bi-Annual,1746474,2025,Germany,1746474
Fortnite Championship 368,Fortnite,Battle Royale,Epic Games,Bi-Annual,1867446,2023,France,1867446
Fortnite Championship 368,Fortnite,Battle Royale,Epic Games,Bi-Annual,2261814,2024,France,2261814
Fortnite Championship 368,Fortnite,Battle Royale,Epic Games,Bi-Annual,2792214,2025,Sweden,2792214
Rocket League Championship 369,Rocket League,Sports,Krafton,Annual,4843819,2023,Germany,4843819
Rocket League Championship 369,Rocket League,Sports,Krafton,Annual,5550024,2024,Germany,5550024
Rocket League Championship 369,Rocket League,Sports,Krafton,Annual,6478946,2025,Sweden,6478946
Rocket League Championship 369,Rocket League,Sports,Krafton,Annual,3741523,2023,United States,3741523
Rocket League Championship 369,Rocket League,Sports,Krafton,Annual,3569667,2024,Canada,3569667
Rocket League Championship 369,Rocket League,Sports,Krafton,Annual,3031063,2025,United States,3031063
Rocket League Championship 369,Rocket League,Sports,Krafton,Annual,4869797,2023,France,4869797
Rocket League Championship 369,Rocket League,Sports,Krafton,Annual,5616860,2024,United States,5616860
Rocket League Championship 369,Rocket League,Sports,Krafton,Annual,6154469,2025,Japan,6154469
PUBG Mobile Championship 370,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,1075116,2023,France,1075116
PUBG Mobile Championship 370,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,1027593,2024,France,1027593
PUBG Mobile Championship 370,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,1087037,2025,France,1087037
PUBG Mobile Championship 370,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,1198948,2023,France,1198948
PUBG Mobile Championship 370,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,1410543,2024,France,1410543
PUBG Mobile Championship 370,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,1584750,2025,France,1584750
PUBG Mobile Championship 370,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,1257960,2023,France,1257960
PUBG Mobile Championship 370,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,1330472,2024,France,1330472
PUBG Mobile Championship 370,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,1539767,2025,France,1539767
Tekken 8 Championship 371,Tekken 8,Fighting,Epic Games,Quarterly,2622250,2023,India,2622250
Tekken 8 Championship 371,Tekken 8,Fighting,Epic Games,Quarterly,2328829,2024,India,2328829
Tekken 8 Championship 371,Tekken 8,Fighting,Epic Games,Quarterly,2169276,2025,India,2169276
Tekken 8 Championship 371,Tekken 8,Fighting,Epic Games,Quarterly,2399822,2023,India,2399822
Tekken 8 Championship 371,Tekken 8,Fighting,Epic Games,Quarterly,2193703,2024,India,2193703
Tekken 8 Championship 371,Tekken 8,Fighting,Epic Games,Quarterly,1826228,2025,India,1826228
Tekken 8 Championship 371,Tekken 8,Fighting,Epic Games,Quarterly,2590960,2023,India,2590960
Tekken 8 Championship 371,Tekken 8,Fighting,Epic Games,Quarterly,2660799,2024,India,2660799
Tekken 8 Championship 371,Tekken 8,Fighting,Epic Games,Quarterly,3148235,2025,India,3148235
PUBG Mobile Championship 372,PUBG Mobile,Battle Royale,Activision,Annual,3389677,2023,India,3389677
PUBG Mobile Championship 372,PUBG Mobile,Battle Royale,Activision,Annual,3904859,2024,India,3904859
PUBG Mobile Championship 372,PUBG Mobile,Battle Royale,Activision,Annual,3821980,2025,India,3821980
PUBG Mobile Championship 372,PUBG Mobile,Battle Royale,Activision,Annual,3399079,2023,India,3399079
PUBG Mobile Championship 372,PUBG Mobile,Battle Royale,Activision,Annual,3117134,2024,India,3117134
PUBG Mobile Championship 372,PUBG Mobile,Battle Royale,Activision,Annual,2693392,2025,India,2693392
PUBG Mobile Championship 372,PUBG Mobile,Battle Royale,Activision,Annual,3233110,2023,India,3233110
PUBG Mobile Championship 372,PUBG Mobile,Battle Royale,Activision,Annual,2608492,2024,India,2608492
PUBG Mobile Championship 372,PUBG Mobile,Battle Royale,Activision,Annual,2338613,2025,India,2338613
Tekken 8 Championship 373,Tekken 8,Fighting,Activision,Annual,2256511,2023,South Korea,2256511
Tekken 8 Championship 373,Tekken 8,Fighting,Activision,Annual,1987163,2024,South Korea,1987163
Tekken 8 Championship 373,Tekken 8,Fighting,Activision,Annual,1910102,2025,South Korea,1910102
Tekken 8 Championship 373,Tekken 8,Fighting,Activision,Annual,2317415,2023,South Korea,2317415
Tekken 8 Championship 373,Tekken 8,Fighting,Activision,Annual,2002117,2024,South Korea,2002117
Tekken 8 Championship 373,Tekken 8,Fighting,Activision,Annual,1820623,2025,South Korea,1820623
Tekken 8 Championship 373,Tekken 8,Fighting,Activision,Annual,2583142,2023,South Korea,2583142
Tekken 8 Championship 373,Tekken 8,Fighting,Activision,Annual,2669431,2024,South Korea,2669431
Tekken 8 Championship 373,Tekken 8,Fighting,Activision,Annual,2873178,2025,South Korea,2873178
PUBG Mobile Championship 374,PUBG Mobile,Battle Royale,Activision,Annual,1647791,2023,India,1647791
PUBG Mobile Championship 374,PUBG Mobile,Battle Royale,Activision,Annual,2103255,2024,India,2103255
PUBG Mobile Championship 374,PUBG Mobile,Battle Royale,Activision,Annual,2459804,2025,India,2459804
PUBG Mobile Championship 374,PUBG Mobile,Battle Royale,Activision,Annual,1749499,2023,India,1749499
PUBG Mobile Championship 374,PUBG Mobile,Battle Royale,Activision,Annual,2134368,2024,India,2134368
PUBG Mobile Championship 374,PUBG Mobile,Battle Royale,Activision,Annual,2652774,2025,India,2652774
PUBG Mobile Championship 374,PUBG Mobile,Battle Royale,Activision,Annual,1604346,2023,India,1604346
PUBG Mobile Championship 374,PUBG Mobile,Battle Royale,Activision,Annual,1758119,2024,India,1758119
PUBG Mobile Championship 374,PUBG Mobile,Battle Royale,Activision,Annual,2016233,2025,India,2016233
Valorant Championship 375,Valorant,FPS,Tencent,Annual,2250000,2023,India,2250000
Valorant Championship 375,Valorant,FPS,Tencent,Annual,2250000,2024,India,2250000
Valorant Championship 375,Valorant,FPS,Tencent,Annual,2500000,2025,India,2500000
Valorant Championship 375,Valorant,FPS,Tencent,Annual,2250000,2023,India,2250000
Valorant Championship 375,Valorant,FPS,Tencent,Annual,2250000,2024,India,2250000
Valorant Championship 375,Valorant,FPS,Tencent,Annual,2500000,2025,India,2500000
Valorant Championship 375,Valorant,FPS,Tencent,Annual,2250000,2023,India,2250000
Valorant Championship 375,Valorant,FPS,Tencent,Annual,2250000,2024,India,2250000
Valorant Championship 375,Valorant,FPS,Tencent,Annual,2500000,2025,India,2500000
Rocket League Championship 376,Rocket League,Sports,Tencent,Bi-Annual,3431024,2023,Japan,3431024
Rocket League Championship 376,Rocket League,Sports,Tencent,Bi-Annual,2906853,2024,Japan,2906853
Rocket League Championship 376,Rocket League,Sports,Tencent,Bi-Annual,2572541,2025,Canada,2572541
Rocket League Championship 376,Rocket League,Sports,Tencent,Bi-Annual,3155296,2023,China,3155296
Rocket League Championship 376,Rocket League,Sports,Tencent,Bi-Annual,2917343,2024,Canada,2917343
Rocket League Championship 376,Rocket League,Sports,Tencent,Bi-Annual,2443183,2025,United States,2443183
Rocket League Championship 376,Rocket League,Sports,Tencent,Bi-Annual,3380350,2023,Germany,3380350
Rocket League Championship 376,Rocket League,Sports,Tencent,Bi-Annual,2811385,2024,Brazil,2811385
Rocket League Championship 376,Rocket League,Sports,Tencent,Bi-Annual,2541398,2025,Canada,2541398
Counter-Strike 2 Championship 377,Counter-Strike 2,FPS,Ubisoft,Quarterly,2354203,2023,South Korea,2354203
Counter-Strike 2 Championship 377,Counter-Strike 2,FPS,Ubisoft,Quarterly,2473126,2024,South Korea,2473126
Counter-Strike 2 Championship 377,Counter-Strike 2,FPS,Ubisoft,Quarterly,2244882,2025,South Korea,2244882
Counter-Strike 2 Championship 377,Counter-Strike 2,FPS,Ubisoft,Quarterly,2072403,2023,South Korea,2072403
Counter-Strike 2 Championship 377,Counter-Strike 2,FPS,Ubisoft,Quarterly,2229360,2024,South Korea,2229360
Counter-Strike 2 Championship 377,Counter-Strike 2,FPS,Ubisoft,Quarterly,2541973,2025,South Korea,2541973
Counter-Strike 2 Championship 377,Counter-Strike 2,FPS,Ubisoft,Quarterly,2335600,2023,South Korea,2335600
Counter-Strike 2 Championship 377,Counter-Strike 2,FPS,Ubisoft,Quarterly,2553374,2024,South Korea,2553374
Counter-Strike 2 Championship 377,Counter-Strike 2,FPS,Ubisoft,Quarterly,2720486,2025,South Korea,2720486
PUBG Mobile Championship 378,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,2789200,2023,South Korea,2789200
PUBG Mobile Championship 378,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,3094569,2024,South Korea,3094569
PUBG Mobile Championship 378,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,3433238,2025,South Korea,3433238
PUBG Mobile Championship 378,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,2263199,2023,South Korea,2263199
PUBG Mobile Championship 378,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,2058005,2024,South Korea,2058005
PUBG Mobile Championship 378,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,1726136,2025,South Korea,1726136
PUBG Mobile Championship 378,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,3140177,2023,South Korea,3140177
PUBG Mobile Championship 378,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,3307260,2024,South Korea,3307260
PUBG Mobile Championship 378,PUBG Mobile,Battle Royale,Tencent,Bi-Annual,3786518,2025,South Korea,3786518
Fortnite Championship 379,Fortnite,Battle Royale,Ubisoft,Annual,514989,2023,South Korea,514989
Fortnite Championship 379,Fortnite,Battle Royale,Ubisoft,Annual,473865,2024,South Korea,473865
Fortnite Championship 379,Fortnite,Battle Royale,Ubisoft,Annual,415863,2025,South Korea,415863
Fortnite Championship 379,Fortnite,Battle Royale,Ubisoft,Annual,454324,2023,South Korea,454324
Fortnite Championship 379,Fortnite,Battle Royale,Ubisoft,Annual,405805,2024,South Korea,405805
Fortnite Championship 379,Fortnite,Battle Royale,Ubisoft,Annual,358559,2025,South Korea,358559
Fortnite Championship 379,Fortnite,Battle Royale,Ubisoft,Annual,580682,2023,South Korea,580682
Fortnite Championship 379,Fortnite,Battle Royale,Ubisoft,Annual,612070,2024,South Korea,612070
Fortnite Championship 379,Fortnite,Battle Royale,Ubisoft,Annual,738515,2025,South Korea,738515
Valorant Championship 380,Valorant,FPS,Capcom,Bi-Annual,2250000,2023,South Korea,2250000
Valorant Championship 380,Valorant,FPS,Capcom,Bi-Annual,2250000,2024,South Korea,2250000
Valorant Championship 380,Valorant,FPS,Capcom,Bi-Annual,2500000,2025,South Korea,2500000
Valorant Championship 380,Valorant,FPS,Capcom,Bi-Annual,2250000,2023,South Korea,2250000
Valorant Championship 380,Valorant,FPS,Capcom,Bi-Annual,2250000,2024,South Korea,2250000
Valorant Championship 380,Valorant,FPS,Capcom,Bi-Annual,2500000,2025,South Korea,2500000
Valorant Championship 380,Valorant,FPS,Capcom,Bi-Annual,2250000,2023,South Korea,2250000
Valorant Championship 380,Valorant,FPS,Capcom,Bi-Annual,2250000,2024,South Korea,2250000
Valorant Championship 380,Valorant,FPS,Capcom,Bi-Annual,2500000,2025,South Korea,2500000
FIFA 24 Championship 381,FIFA 24,Sports,Epic Games,Bi-Annual,1786806,2023,Canada,1786806
FIFA 24 Championship 381,FIFA 24,Sports,Epic Games,Bi-Annual,1556896,2024,Canada,1556896
